geneid,symbol
103161902,LOC103161902
103161903,LOC103161903
103161904,LOC103161904
103161905,LOC103161905
103161906,LOC103161906
103161907,LOC103161907
103161908,LOC103161908
103161909,LOC103161909
103161910,LOC103161910
103161911,LOC103161911
103161912,LOC103161912
103161913,LOC103161913
103161914,LOC103161914
103161915,LOC103161915
103161916,LOC103161916
103161918,LOC103161918
103161920,LOC103161920
103161921,LOC103161921
103161922,LOC103161922
103161923,LOC103161923
103161924,LOC103161924
103161925,LOC103161925
103161926,LOC103161926
103161927,LOC103161927
103161928,LOC103161928
103161930,LOC103161930
103161931,LOC103161931
103161932,LOC103161932
103161933,LOC103161933
103161934,LOC103161934
103161935,LOC103161935
103161936,LOC103161936
103161937,LOC103161937
103161938,LOC103161938
103161939,LOC103161939
103161941,LOC103161941
103161942,LOC103161942
103161943,LOC103161943
103161944,LOC103161944
103161945,LOC103161945
103161947,LOC103161947
103161948,LOC103161948
103161949,LOC103161949
103161951,LOC103161951
103161952,LOC103161952
103161953,LOC103161953
103161954,LOC103161954
103161955,LOC103161955
103161956,LOC103161956
103161957,LOC103161957
103161958,LOC103161958
103161960,LOC103161960
103161961,LOC103161961
103161964,LOC103161964
103161966,LOC103161966
103161967,LOC103161967
103161970,Vcp
103161971,LOC103161971
103161973,LOC103161973
103161976,LOC103161976
103161977,LOC103161977
103161978,LOC103161978
103161979,LOC103161979
103161980,LOC103161980
103161981,LOC103161981
103161982,LOC103161982
103161984,LOC103161984
103161985,LOC103161985
103161986,LOC103161986
103161987,LOC103161987
103161989,LOC103161989
103161991,LOC103161991
103161994,LOC103161994
103161996,LOC103161996
103161998,LOC103161998
103161999,LOC103161999
103162001,LOC103162001
103162002,LOC103162002
103162003,LOC103162003
103162004,LOC103162004
103162005,LOC103162005
103162006,LOC103162006
103162010,LOC103162010
103162011,LOC103162011
103162012,LOC103162012
103162013,LOC103162013
103162014,LOC103162014
103162015,LOC103162015
103162017,LOC103162017
103162019,LOC103162019
103162020,LOC103162020
103162021,LOC103162021
103162022,LOC103162022
103162023,LOC103162023
103162024,LOC103162024
103162025,LOC103162025
103162026,LOC103162026
103162027,LOC103162027
103162028,LOC103162028
103162029,LOC103162029
103162030,LOC103162030
103162031,LOC103162031
103162032,LOC103162032
103162035,LOC103162035
103162038,LOC103162038
103162042,LOC103162042
103162043,LOC103162043
103162044,LOC103162044
103162045,LOC103162045
103162048,LOC103162048
103162049,LOC103162049
103162051,LOC103162051
103162052,LOC103162052
103162053,LOC103162053
103162054,LOC103162054
103162056,LOC103162056
103162057,LOC103162057
103162058,LOC103162058
103162060,LOC103162060
103162062,LOC103162062
103162064,LOC103162064
103162067,LOC103162067
103162069,LOC103162069
103162070,LOC103162070
103162071,LOC103162071
103162073,LOC103162073
103162074,LOC103162074
103162075,LOC103162075
103162076,LOC103162076
103162077,LOC103162077
103162078,LOC103162078
103162079,LOC103162079
103162080,LOC103162080
103162081,LOC103162081
103162082,LOC103162082
103162084,LOC103162084
103162085,LOC103162085
103162086,LOC103162086
103162087,LOC103162087
103162088,LOC103162088
103162089,LOC103162089
103162090,LOC103162090
103162091,LOC103162091
103162093,LOC103162093
103162095,LOC103162095
103162096,LOC103162096
103162097,LOC103162097
103162099,Ccdc168
103162100,LOC103162100
103162102,LOC103162102
103162103,LOC103162103
103162104,LOC103162104
103162107,LOC103162107
103162108,LOC103162108
103162109,LOC103162109
103162110,LOC103162110
103162111,LOC103162111
103162112,LOC103162112
103162114,LOC103162114
103162115,LOC103162115
103162116,LOC103162116
103162117,LOC103162117
103162118,LOC103162118
103162119,LOC103162119
103162122,LOC103162122
103162123,LOC103162123
103162125,LOC103162125
103162126,LOC103162126
103162127,LOC103162127
103162130,LOC103162130
103162131,LOC103162131
103162132,LOC103162132
103162133,LOC103162133
103162134,LOC103162134
103162138,LOC103162138
103162140,LOC103162140
103162141,LOC103162141
103162142,LOC103162142
103162143,LOC103162143
103162148,LOC103162148
103162150,LOC103162150
103162151,LOC103162151
103162152,LOC103162152
103162153,LOC103162153
103162154,Dnajc30
103162156,LOC103162156
103162157,LOC103162157
103162158,LOC103162158
103162159,LOC103162159
103162160,Fsbp
103162161,LOC103162161
103162162,LOC103162162
103162163,LOC103162163
103162167,LOC103162167
103162168,Znf582
103162169,LOC103162169
103162170,LOC103162170
103162171,LOC103162171
103162172,LOC103162172
103162173,LOC103162173
103162174,LOC103162174
103162176,LOC103162176
103162177,LOC103162177
103162178,LOC103162178
103162179,LOC103162179
103162180,LOC103162180
103162181,Tsc22d1
103162185,LOC103162185
103162186,LOC103162186
103162187,LOC103162187
103162188,LOC103162188
103162191,LOC103162191
103162194,LOC103162194
103162195,LOC103162195
103162196,Plekhg7
103162198,LOC103162198
103162199,LOC103162199
103162201,LOC103162201
103162203,LOC103162203
103162204,LOC103162204
103162205,LOC103162205
103162206,LOC103162206
103162208,LOC103162208
103162209,LOC103162209
103162210,LOC103162210
103162212,LOC103162212
103162213,LOC103162213
103162214,LOC103162214
103162215,LOC103162215
103162217,LOC103162217
103162219,LOC103162219
103162220,LOC103162220
103162224,LOC103162224
103162225,LOC103162225
103162226,LOC103162226
103162227,LOC103162227
103162228,LOC103162228
103162229,LOC103162229
103162230,LOC103162230
103162232,LOC103162232
103162233,LOC103162233
103162234,LOC103162234
103162235,LOC103162235
103162237,LOC103162237
103162238,LOC103162238
103162241,LOC103162241
103162242,LOC103162242
103162244,LOC103162244
103162246,LOC103162246
103162247,LOC103162247
103162248,LOC103162248
103162249,LOC103162249
103162251,LOC103162251
103162252,LOC103162252
103162253,LOC103162253
103162254,LOC103162254
103162255,LOC103162255
103162256,LOC103162256
103162259,LOC103162259
103162260,LOC103162260
103162262,LOC103162262
103162264,LOC103162264
103162266,March1
103162269,LOC103162269
103162271,LOC103162271
103162273,LOC103162273
103162275,LOC103162275
103162276,LOC103162276
103162278,LOC103162278
103162280,LOC103162280
103162281,LOC103162281
103162282,LOC103162282
103162285,Prlhr
103162287,LOC103162287
103162288,LOC103162288
103162289,LOC103162289
103162291,LOC103162291
103162293,LOC103162293
103162295,LOC103162295
103162296,LOC103162296
103162297,LOC103162297
103162298,LOC103162298
103162299,Tm7sf3
103162300,LOC103162300
103162301,LOC103162301
103162302,LOC103162302
103162303,LOC103162303
103162304,LOC103162304
103162305,LOC103162305
103162307,LOC103162307
103162309,LOC103162309
103162310,LOC103162310
103162312,LOC103162312
103162313,LOC103162313
103162314,LOC103162314
103162316,LOC103162316
103162317,LOC103162317
103162318,LOC103162318
103162319,LOC103162319
103162320,LOC103162320
103162321,LOC103162321
103162322,LOC103162322
103162323,LOC103162323
103162324,LOC103162324
103162325,LOC103162325
103162326,LOC103162326
103162327,LOC103162327
103162330,LOC103162330
103162331,LOC103162331
103162332,Rnf8
103162334,LOC103162334
103162335,LOC103162335
103162336,LOC103162336
103162337,LOC103162337
103162338,LOC103162338
103162340,LOC103162340
103162341,LOC103162341
103162343,LOC103162343
103162344,LOC103162344
103162346,LOC103162346
103162349,LOC103162349
103162350,LOC103162350
103162351,LOC103162351
103162354,LOC103162354
103162356,LOC103162356
103162357,LOC103162357
103162358,LOC103162358
103162359,Alms1
103162360,LOC103162360
103162361,LOC103162361
103162363,LOC103162363
103162366,LOC103162366
103162367,LOC103162367
103162368,LOC103162368
103162370,LOC103162370
103162371,LOC103162371
103162373,LOC103162373
103162375,LOC103162375
103162376,LOC103162376
103162377,LOC103162377
103162378,LOC103162378
103162379,LOC103162379
103162380,LOC103162380
103162381,LOC103162381
103162382,LOC103162382
103162384,LOC103162384
103162385,LOC103162385
103162386,LOC103162386
103162387,LOC103162387
103162388,LOC103162388
103162389,LOC103162389
103162390,LOC103162390
103162391,LOC103162391
103162392,LOC103162392
103162393,LOC103162393
103162395,LOC103162395
103162396,LOC103162396
103162397,LOC103162397
103162398,LOC103162398
103162399,LOC103162399
103162400,LOC103162400
103162402,LOC103162402
103162403,LOC103162403
103162404,LOC103162404
103162406,LOC103162406
103162408,LOC103162408
103162410,LOC103162410
103162412,LOC103162412
103162413,LOC103162413
103162414,LOC103162414
103162415,LOC103162415
103162416,LOC103162416
103162417,LOC103162417
103162419,LOC103162419
103162420,LOC103162420
103162421,LOC103162421
103162422,LOC103162422
103162424,LOC103162424
103162425,Fam174b
103162428,LOC103162428
103162429,LOC103162429
103162430,LOC103162430
103162432,LOC103162432
103162435,LOC103162435
103162436,LOC103162436
103162437,LOC103162437
103162439,LOC103162439
103162441,LOC103162441
103162442,LOC103162442
103162443,LOC103162443
103162444,LOC103162444
103162445,LOC103162445
103162446,LOC103162446
103162447,LOC103162447
103162449,LOC103162449
103162450,LOC103162450
103162451,LOC103162451
103162452,LOC103162452
103162454,Rpl30
103162455,LOC103162455
103162456,LOC103162456
103162457,LOC103162457
103162458,LOC103162458
103162461,LOC103162461
103162462,LOC103162462
103162467,LOC103162467
103162468,LOC103162468
103162469,LOC103162469
103162471,LOC103162471
103162472,LOC103162472
103162474,LOC103162474
103162476,LOC103162476
103162477,LOC103162477
103162478,LOC103162478
103162479,LOC103162479
103162481,LOC103162481
103162483,LOC103162483
103162485,LOC103162485
103162488,LOC103162488
103162489,LOC103162489
103162490,LOC103162490
103162491,LOC103162491
103162492,LOC103162492
103162495,LOC103162495
103162496,LOC103162496
103162497,LOC103162497
103162498,LOC103162498
103162499,LOC103162499
103162500,LOC103162500
103162501,LOC103162501
103162502,LOC103162502
103162503,LOC103162503
103162505,Atmin
103162507,LOC103162507
103162508,LOC103162508
103162509,LOC103162509
103162510,LOC103162510
103162511,LOC103162511
103162512,LOC103162512
103162513,LOC103162513
103162514,LOC103162514
103162515,LOC103162515
103162516,LOC103162516
103162517,LOC103162517
103162518,LOC103162518
103162519,LOC103162519
103162521,LOC103162521
103162523,LOC103162523
103162524,Angptl8
103162525,LOC103162525
103162526,Tspan16
103162527,LOC103162527
103162528,Fate1
103162530,LOC103162530
103162531,LOC103162531
103162532,LOC103162532
103162533,LOC103162533
103162534,LOC103162534
103162536,LOC103162536
103162537,LOC103162537
103162538,LOC103162538
103162539,LOC103162539
103162540,LOC103162540
103162541,LOC103162541
103162542,LOC103162542
103162544,LOC103162544
103162546,LOC103162546
103162548,LOC103162548
103162549,LOC103162549
103162550,LOC103162550
103162551,LOC103162551
103162552,LOC103162552
103162555,LOC103162555
103162556,LOC103162556
103162557,LOC103162557
103162558,LOC103162558
103162559,LOC103162559
103162561,LOC103162561
103162562,LOC103162562
103162563,LOC103162563
103162564,LOC103162564
103162565,LOC103162565
103162566,LOC103162566
103162567,LOC103162567
103162568,LOC103162568
103162569,LOC103162569
103162571,LOC103162571
103162572,LOC103162572
103162573,LOC103162573
103162575,LOC103162575
103162576,LOC103162576
103162578,LOC103162578
103162582,LOC103162582
103162583,LOC103162583
103162587,LOC103162587
103162588,LOC103162588
103162589,LOC103162589
103162590,LOC103162590
103162591,LOC103162591
103162593,LOC103162593
103162594,LOC103162594
103162596,LOC103162596
103162598,LOC103162598
103162599,LOC103162599
103162600,LOC103162600
103162601,LOC103162601
103162602,LOC103162602
103162603,LOC103162603
103162605,LOC103162605
103162606,LOC103162606
103162607,LOC103162607
103162608,LOC103162608
103162610,LOC103162610
103162611,LOC103162611
103162612,LOC103162612
103162613,LOC103162613
103162614,LOC103162614
103162615,Ctbs
103162617,LOC103162617
103162618,LOC103162618
103162619,Mrps35
103162620,LOC103162620
103162621,LOC103162621
103162622,LOC103162622
103162623,LOC103162623
103162625,LOC103162625
103162626,LOC103162626
103162627,Bend5
103162629,LOC103162629
103162630,LOC103162630
103162632,LOC103162632
103162633,Fam90a1
103162634,LOC103162634
103162635,LOC103162635
103162637,LOC103162637
103162639,LOC103162639
103162640,LOC103162640
103162641,LOC103162641
103162643,LOC103162643
103162644,LOC103162644
103162647,LOC103162647
103162648,LOC103162648
103162649,LOC103162649
103162651,LOC103162651
103162652,LOC103162652
103162653,LOC103162653
103162654,LOC103162654
103162655,LOC103162655
103162656,LOC103162656
103162658,LOC103162658
103162659,LOC103162659
103162661,LOC103162661
103162663,LOC103162663
103162664,LOC103162664
103162665,LOC103162665
103162666,LOC103162666
103162668,LOC103162668
103162669,LOC103162669
103162670,LOC103162670
103162671,LOC103162671
103162672,LOC103162672
103162673,LOC103162673
103162675,LOC103162675
103162676,LOC103162676
103162677,LOC103162677
103162679,LOC103162679
103162681,LOC103162681
103162682,LOC103162682
103162683,LOC103162683
103162685,Flywch2
103162686,LOC103162686
103162687,LOC103162687
103162688,LOC103162688
103162690,LOC103162690
103162691,LOC103162691
103162692,LOC103162692
103162694,LOC103162694
103162695,LOC103162695
103162697,LOC103162697
103162698,LOC103162698
103162701,LOC103162701
103162702,LOC103162702
103162703,LOC103162703
103162705,LOC103162705
103162706,LOC103162706
103162708,LOC103162708
103162709,LOC103162709
103162710,LOC103162710
103162711,LOC103162711
103162712,LOC103162712
103162714,LOC103162714
103162716,LOC103162716
103162717,LOC103162717
103162718,LOC103162718
103162720,LOC103162720
103162721,LOC103162721
103162722,LOC103162722
103162723,LOC103162723
103162724,LOC103162724
103162727,LOC103162727
103162728,LOC103162728
103162729,LOC103162729
103162730,LOC103162730
103162731,LOC103162731
103162733,LOC103162733
103162734,LOC103162734
103162738,LOC103162738
103162742,LOC103162742
103162743,LOC103162743
103162744,LOC103162744
103162746,LOC103162746
103162747,LOC103162747
103162749,LOC103162749
103162750,LOC103162750
103162751,LOC103162751
103162753,LOC103162753
103162755,LOC103162755
103162756,LOC103162756
103162758,LOC103162758
103162759,LOC103162759
103162761,LOC103162761
103162762,LOC103162762
103162763,LOC103162763
103162764,LOC103162764
103162767,LOC103162767
103162768,LOC103162768
103162769,LOC103162769
103162770,LOC103162770
103162771,LOC103162771
103162773,LOC103162773
103162774,LOC103162774
103162775,LOC103162775
103162776,LOC103162776
103162777,LOC103162777
103162783,LOC103162783
103162784,LOC103162784
103162785,LOC103162785
103162786,LOC103162786
103162787,LOC103162787
103162789,LOC103162789
103162790,LOC103162790
103162791,LOC103162791
103162793,LOC103162793
103162794,LOC103162794
103162795,LOC103162795
103162796,LOC103162796
103162798,LOC103162798
103162800,LOC103162800
103162801,LOC103162801
103162804,LOC103162804
103162806,LOC103162806
103162807,LOC103162807
103162811,LOC103162811
103162812,Slamf9
103162815,LOC103162815
103162816,LOC103162816
103162817,LOC103162817
103162818,LOC103162818
103162819,LOC103162819
103162820,LOC103162820
103162822,LOC103162822
103162824,LOC103162824
103162825,LOC103162825
103162826,LOC103162826
103162828,Pate2
103162830,LOC103162830
103162831,LOC103162831
103162832,LOC103162832
103162833,LOC103162833
103162835,LOC103162835
103162836,LOC103162836
103162837,LOC103162837
103162838,LOC103162838
103162839,LOC103162839
103162840,LOC103162840
103162841,LOC103162841
103162842,LOC103162842
103162843,LOC103162843
103162845,LOC103162845
103162846,LOC103162846
103162847,LOC103162847
103162849,LOC103162849
103162850,LOC103162850
103162851,LOC103162851
103162852,LOC103162852
103162853,LOC103162853
103162856,LOC103162856
103162857,LOC103162857
103162858,LOC103162858
103162860,LOC103162860
103162861,LOC103162861
103162863,LOC103162863
103162865,LOC103162865
103162866,LOC103162866
103162868,LOC103162868
103162873,LOC103162873
103162874,LOC103162874
103162875,LOC103162875
103162876,LOC103162876
103162879,LOC103162879
103162880,LOC103162880
103162881,LOC103162881
103162884,LOC103162884
103162885,Plpp6
103162886,LOC103162886
103162887,LOC103162887
103162888,LOC103162888
103162889,LOC103162889
103162890,LOC103162890
103162891,LOC103162891
103162892,LOC103162892
103162895,LOC103162895
103162896,LOC103162896
103162897,LOC103162897
103162898,LOC103162898
103162899,LOC103162899
103162901,LOC103162901
103162904,LOC103162904
103162905,LOC103162905
103162906,LOC103162906
103162908,LOC103162908
103162910,Klln
103162911,LOC103162911
103162912,LOC103162912
103162913,LOC103162913
103162915,LOC103162915
103162916,LOC103162916
103162917,Ndufaf6
103162918,LOC103162918
103162919,LOC103162919
103162920,LOC103162920
103162921,LOC103162921
103162922,LOC103162922
103162923,LOC103162923
103162924,LOC103162924
103162925,LOC103162925
103162926,LOC103162926
103162927,LOC103162927
103162929,LOC103162929
103162932,LOC103162932
103162933,LOC103162933
103162935,LOC103162935
103162936,LOC103162936
103162937,LOC103162937
103162940,LOC103162940
103162942,LOC103162942
103162943,LOC103162943
103162944,LOC103162944
103162946,Corin
103162948,LOC103162948
103162949,LOC103162949
103162950,LOC103162950
103162951,LOC103162951
103162952,LOC103162952
103162955,LOC103162955
103162956,LOC103162956
103162957,LOC103162957
103162958,LOC103162958
103162959,LOC103162959
103162960,LOC103162960
103162961,LOC103162961
103162962,LOC103162962
103162963,LOC103162963
103162964,LOC103162964
103162965,LOC103162965
103162966,LOC103162966
103162967,LOC103162967
103162968,LOC103162968
103162969,LOC103162969
103162970,LOC103162970
103162971,LOC103162971
103162972,LOC103162972
103162973,LOC103162973
103162974,LOC103162974
103162975,LOC103162975
103162976,LOC103162976
103162977,LOC103162977
103162978,LOC103162978
103162979,LOC103162979
103162980,LOC103162980
103162981,LOC103162981
103162982,LOC103162982
103162983,LOC103162983
103162984,LOC103162984
103162985,LOC103162985
103162986,LOC103162986
103162987,LOC103162987
103162988,LOC103162988
103162989,LOC103162989
103162990,LOC103162990
103162992,LOC103162992
103162993,LOC103162993
103162996,Galr1
103162997,LOC103162997
103162998,LOC103162998
103163001,Tmem244
103163002,LOC103163002
103163003,LOC103163003
103163004,LOC103163004
103163005,LOC103163005
103163006,LOC103163006
103163008,LOC103163008
103163012,LOC103163012
103163013,LOC103163013
103163014,Nae1
103163017,LOC103163017
103163019,LOC103163019
103163020,LOC103163020
103163022,LOC103163022
103163024,LOC103163024
103163025,LOC103163025
103163026,LOC103163026
103163028,LOC103163028
103163029,LOC103163029
103163030,LOC103163030
103163033,LOC103163033
103163035,LOC103163035
103163036,LOC103163036
103163037,LOC103163037
103163038,LOC103163038
103163039,LOC103163039
103163040,LOC103163040
103163041,LOC103163041
103163042,LOC103163042
103163043,LOC103163043
103163044,LOC103163044
103163045,Syntaxin-3
103163048,LOC103163048
103163052,LOC103163052
103163054,LOC103163054
103163056,LOC103163056
103163057,LOC103163057
103163059,LOC103163059
103163060,LOC103163060
103163061,LOC103163061
103163062,LOC103163062
103163064,LOC103163064
103163065,LOC103163065
103163067,LOC103163067
103163069,Ascl5
103163070,LOC103163070
103163071,LOC103163071
103163073,Nicn1
103163075,LOC103163075
103163076,LOC103163076
103163077,Chst7
103163079,LOC103163079
103163080,LOC103163080
103163081,LOC103163081
103163082,LOC103163082
103163083,LOC103163083
103163084,LOC103163084
103163085,LOC103163085
103163086,LOC103163086
103163087,LOC103163087
103163089,Ptpn2
103163091,LOC103163091
103163092,LOC103163092
103163094,LOC103163094
103163095,LOC103163095
103163096,LOC103163096
103163097,LOC103163097
103163098,LOC103163098
103163099,LOC103163099
103163101,LOC103163101
103163103,LOC103163103
103163104,LOC103163104
103163106,Gpr162
103163107,LOC103163107
103163108,LOC103163108
103163112,LOC103163112
103163113,LOC103163113
103163115,LOC103163115
103163116,LOC103163116
103163119,LOC103163119
103163121,Cfap54
103163123,LOC103163123
103163124,LOC103163124
103163126,LOC103163126
103163127,LOC103163127
103163128,LOC103163128
103163129,LOC103163129
103163131,LOC103163131
103163132,LOC103163132
103163133,LOC103163133
103163136,LOC103163136
103163137,LOC103163137
103163139,LOC103163139
103163141,LOC103163141
103163142,LOC103163142
103163145,LOC103163145
103163146,LOC103163146
103163147,LOC103163147
103163150,LOC103163150
103163151,LOC103163151
103163152,LOC103163152
103163154,LOC103163154
103163155,LOC103163155
103163160,LOC103163160
103163162,LOC103163162
103163163,LOC103163163
103163164,LOC103163164
103163165,Pole4
103163167,LOC103163167
103163168,LOC103163168
103163170,LOC103163170
103163171,Phgr1
103163172,LOC103163172
103163174,LOC103163174
103163177,LOC103163177
103163178,LOC103163178
103163180,LOC103163180
103163184,LOC103163184
103163189,LOC103163189
103163190,LOC103163190
103163191,LOC103163191
103163192,LOC103163192
103163193,LOC103163193
103163194,LOC103163194
103163195,LOC103163195
103163196,LOC103163196
103163198,LOC103163198
103163199,LOC103163199
103163200,LOC103163200
103163201,LOC103163201
103163204,LOC103163204
103163205,LOC103163205
103163206,LOC103163206
103163207,LOC103163207
103163211,LOC103163211
103163212,LOC103163212
103163213,LOC103163213
103163214,LOC103163214
103163217,LOC103163217
103163218,LOC103163218
103163219,LOC103163219
103163220,LOC103163220
103163221,LOC103163221
103163222,LOC103163222
103163224,LOC103163224
103163225,LOC103163225
103163226,LOC103163226
103163228,LOC103163228
103163230,LOC103163230
103163231,LOC103163231
103163232,LOC103163232
103163233,LOC103163233
103163234,LOC103163234
103163237,LOC103163237
103163238,LOC103163238
103163239,LOC103163239
103163240,LOC103163240
103163241,LOC103163241
103163242,LOC103163242
103163243,LOC103163243
103163245,LOC103163245
103163246,LOC103163246
103163248,LOC103163248
103163249,LOC103163249
103163250,LOC103163250
103163251,LOC103163251
103163252,LOC103163252
103163253,LOC103163253
103163254,LOC103163254
103163255,LOC103163255
103163256,LOC103163256
103163257,LOC103163257
103163258,LOC103163258
103163259,LOC103163259
103163260,LOC103163260
103163261,LOC103163261
103163262,LOC103163262
103163267,LOC103163267
103163268,LOC103163268
103163270,LOC103163270
103163272,LOC103163272
103163274,LOC103163274
103163275,LOC103163275
103163276,LOC103163276
103163277,LOC103163277
103163278,LOC103163278
103163279,LOC103163279
103163280,LOC103163280
103163281,Cthrc1
103163282,LOC103163282
103163283,LOC103163283
103163286,LOC103163286
103163287,LOC103163287
103163289,LOC103163289
103163290,LOC103163290
103163291,LOC103163291
103163292,LOC103163292
103163293,LOC103163293
103163294,LOC103163294
103163297,LOC103163297
103163298,LOC103163298
103163299,LOC103163299
103163301,LOC103163301
103163302,LOC103163302
103163303,LOC103163303
103163304,LOC103163304
103163306,LOC103163306
103163308,LOC103163308
103163310,LOC103163310
103163313,LOC103163313
103163314,LOC103163314
103163316,LOC103163316
103163317,LOC103163317
103163320,LOC103163320
103163322,LOC103163322
103163324,LOC103163324
103163327,LOC103163327
103163329,LOC103163329
103163330,LOC103163330
103163333,LOC103163333
103163335,LOC103163335
103163336,Zc3hav1l
103163337,LOC103163337
103163338,LOC103163338
103163342,LOC103163342
103163344,LOC103163344
103163345,LOC103163345
103163346,LOC103163346
103163348,LOC103163348
103163349,LOC103163349
103163350,LOC103163350
103163351,LOC103163351
103163354,LOC103163354
103163355,LOC103163355
103163356,LOC103163356
103163357,LOC103163357
103163358,LOC103163358
103163359,LOC103163359
103163360,LOC103163360
103163361,LOC103163361
103163362,LOC103163362
103163364,LOC103163364
103163365,LOC103163365
103163366,LOC103163366
103163367,LOC103163367
103163368,LOC103163368
103163369,LOC103163369
103163371,LOC103163371
103163372,LOC103163372
103163373,LOC103163373
103163375,LOC103163375
103163376,LOC103163376
103163377,LOC103163377
103163379,LOC103163379
103163380,LOC103163380
103163381,LOC103163381
103163383,LOC103163383
103163385,LOC103163385
103163386,LOC103163386
103163387,LOC103163387
103163388,LOC103163388
103163389,LOC103163389
103163390,LOC103163390
103163391,LOC103163391
103163393,LOC103163393
103163395,LOC103163395
103163397,LOC103163397
103163398,LOC103163398
103163400,LOC103163400
103163401,LOC103163401
103163402,LOC103163402
103163403,Fastkd5
103163404,LOC103163404
103163406,LOC103163406
103163407,LOC103163407
103163408,LOC103163408
103163410,LOC103163410
103163412,LOC103163412
103163413,LOC103163413
103163414,LOC103163414
103163416,LOC103163416
103163417,LOC103163417
103163418,LOC103163418
103163419,LOC103163419
103163420,LOC103163420
103163421,LOC103163421
103163422,LOC103163422
103163423,P2ry12
103163424,Gpr171
103163425,LOC103163425
103163427,LOC103163427
103163428,LOC103163428
103163429,LOC103163429
103163430,LOC103163430
103163431,LOC103163431
103163432,LOC103163432
103163433,LOC103163433
103163434,LOC103163434
103163435,LOC103163435
103163437,LOC103163437
103163438,LOC103163438
103163442,LOC103163442
103163443,LOC103163443
103163444,LOC103163444
103163446,LOC103163446
103163447,LOC103163447
103163448,LOC103163448
103163449,LOC103163449
103163450,LOC103163450
103163454,LOC103163454
103163456,LOC103163456
103163458,LOC103163458
103163459,LOC103163459
103163460,LOC103163460
103163462,LOC103163462
103163464,LOC103163464
103163465,LOC103163465
103163466,LOC103163466
103163467,LOC103163467
103163468,LOC103163468
103163469,LOC103163469
103163470,LOC103163470
103163473,LOC103163473
103163474,LOC103163474
103163475,LOC103163475
103163476,LOC103163476
103163477,LOC103163477
103163478,LOC103163478
103163480,LOC103163480
103163481,LOC103163481
103163482,LOC103163482
103163483,LOC103163483
103163485,LOC103163485
103163486,LOC103163486
103163488,LOC103163488
103163496,LOC103163496
103163500,LOC103163500
103163501,LOC103163501
103163505,LOC103163505
103163507,LOC103163507
103163508,LOC103163508
103163510,LOC103163510
103163511,LOC103163511
103163512,LOC103163512
103163514,LOC103163514
103163515,LOC103163515
103163517,LOC103163517
103163518,LOC103163518
103163519,LOC103163519
103163520,LOC103163520
103163524,LOC103163524
103163525,LOC103163525
103163527,Tmem185a
103163528,LOC103163528
103163532,LOC103163532
103163534,LOC103163534
103163535,LOC103163535
103163536,LOC103163536
103163537,LOC103163537
103163538,LOC103163538
103163539,LOC103163539
103163540,LOC103163540
103163541,LOC103163541
103163542,LOC103163542
103163545,LOC103163545
103163548,LOC103163548
103163549,LOC103163549
103163554,Prmt6
103163555,LOC103163555
103163558,LOC103163558
103163559,LOC103163559
103163563,LOC103163563
103163564,LOC103163564
103163567,LOC103163567
103163569,LOC103163569
103163570,LOC103163570
103163571,LOC103163571
103163575,LOC103163575
103163577,LOC103163577
103163578,LOC103163578
103163579,LOC103163579
103163580,LOC103163580
103163581,LOC103163581
103163582,LOC103163582
103163583,LOC103163583
103163585,LOC103163585
103163586,Asf1a
103163587,LOC103163587
103163590,LOC103163590
103163591,LOC103163591
103163592,Gpr17
103163594,LOC103163594
103163595,LOC103163595
103163596,LOC103163596
103163597,LOC103163597
103163598,LOC103163598
103163599,LOC103163599
103163600,LOC103163600
103163601,LOC103163601
103163603,LOC103163603
103163604,LOC103163604
103163605,LOC103163605
103163607,LOC103163607
103163609,LOC103163609
103163610,LOC103163610
103163611,LOC103163611
103163612,LOC103163612
103163614,LOC103163614
103163615,LOC103163615
103163617,LOC103163617
103163618,LOC103163618
103163619,LOC103163619
103163620,LOC103163620
103163623,LOC103163623
103163624,LOC103163624
103163625,LOC103163625
103163626,LOC103163626
103163628,LOC103163628
103163629,Rnf148
103163630,LOC103163630
103163631,LOC103163631
103163633,LOC103163633
103163634,LOC103163634
103163635,Rnf133
103163637,LOC103163637
103163639,LOC103163639
103163642,LOC103163642
103163643,Znf446
103163644,Znf324
103163645,Rps5
103163646,Zscan22
103163647,Znf8
103163648,LOC103163648
103163649,Zscan18
103163650,Znf606
103163653,Mzf1
103163654,Zbtb45
103163655,LOC103163655
103163656,LOC103163656
103163658,LOC103163658
103163659,LOC103163659
103163660,LOC103163660
103163662,LOC103163662
103163663,LOC103163663
103163664,Tas2r3
103163666,LOC103163666
103163667,LOC103163667
103163668,LOC103163668
103163670,LOC103163670
103163671,LOC103163671
103163672,Ncr3lg1
103163673,LOC103163673
103163675,LOC103163675
103163676,Nr2f6
103163678,LOC103163678
103163681,LOC103163681
103163683,LOC103163683
103163684,LOC103163684
103163686,LOC103163686
103163687,LOC103163687
103163688,LOC103163688
103163690,LOC103163690
103163691,LOC103163691
103163692,LOC103163692
103163693,LOC103163693
103163694,LOC103163694
103163695,LOC103163695
103163696,LOC103163696
103163698,LOC103163698
103163699,LOC103163699
103163700,LOC103163700
103163701,LOC103163701
103163705,LOC103163705
103163708,LOC103163708
103163710,LOC103163710
103163711,LOC103163711
103163713,LOC103163713
103163714,LOC103163714
103163715,LOC103163715
103163716,LOC103163716
103163718,LOC103163718
103163719,LOC103163719
